,IMG Genome ID,Genome Name_x,cobamide biosynthesis category,Phylum,Class,Order,Family,Genus,Species,Ecosystem Category
4791,2710723601,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12,Terrestrial
4792,2710723685,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9,Terrestrial
4793,2710723518,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22,Terrestrial
4794,2710723796,Gammaproteobacteria bacterium RIFCSPLOWO2_01_FULL_47_190,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_01_FULL_47_190,Aquatic
4795,2710724075,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_38_11,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_38_11,Aquatic
4796,2711768241,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_14,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_14,Aquatic
4797,2710724006,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9,Aquatic
4798,2711768242,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15,Aquatic
4799,2710724007,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10,Aquatic
4800,2710724054,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13,Aquatic
4801,2711768302,Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11,Terrestrial
4802,2711768410,Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14,Terrestrial
4803,2711768425,Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18,Terrestrial
4804,2711768529,Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12,Aquatic
4805,2711768784,Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37,Terrestrial
4806,2654587954,Gammaproteobacteria bacterium SG8_30,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium SG8_30,Aquatic
4807,2654587955,Gammaproteobacteria bacterium SG8_31,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium SG8_31,Aquatic
4808,2654587952,Gammaproteobacteria bacterium SG8_47,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria bacterium SG8_47,Aquatic
4809,2513237293,Gammaproteobacteria sp. OM60 HIMB55,very likely non-producer,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unclassified,gamma proteobacterium HIMB55,Aquatic
4810,2642422571,Gammaproteobacteria TBE6_bin-46,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacteria TBE6_bin-46,Aquatic
4811,2675903702,Gammaproteobacterium sp. OalgG3,very likely non-producer,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,Gammaproteobacterium sp. OalgG3,Annelida
4812,2534682082,Gardnerella vaginalis 55152,very likely non-producer,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,
4813,2531839741,Gastranaerophilaceae Zag_111 (Zagget_111_MP),very likely non-producer,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilaceae,unclassified,unclassified,Animal
4814,2523533519,Gastranaerophilus phascolarctosicola (Zagget bin 221),very likely non-producer,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilaceae,Gastranaerophilus,phascolarctosicola,Animal
4815,2547132174,Gayadomonas joobiniege G7,Cbi salvager,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Gayadomonas,Gayadomonas joobiniege,Aquatic
4816,2510065011,Geitlerinema sp. PCC 7105,possible corrinoid producer,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7105,Algae
4817,2503538020,Geitlerinema sp. PCC 7407,possible corrinoid producer,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407,
4818,2593339300,Gelidibacter algens DSM 12408,very likely non-producer,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter algens,
4819,2523231061,Gelidibacter mesophilus DSM 14095,very likely non-producer,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter mesophilus,Aquatic
4820,2600255235,Gemella bergeriae ATCC 700627,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella bergeriae,Human
4821,2523533578,Gemella cuniculi DSM 15828,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella cuniculi,Animal
4822,651324034,Gemella haemolysans M341,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella haemolysans,Human
4823,649989952,Gemella moribillum M424,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella moribillum,Human
4824,2562617185,Gemella sanguinis M325,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella sanguinis,Human
4825,2687453343,Gemella sp. W2231,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Gemella,Gemella sp. W2231,
4826,2517093010,Geminicoccus roseus DSM 18922,likely corrinoid producer,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Geminicoccus,Geminicoccus roseus,Biotransformation
4827,2509601046,Geminocystis herdmanii PCC 6308,possible corrinoid producer,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis herdmanii,Algae
4828,2675903523,Geminocystis sp. NIES-3708,possible corrinoid producer,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3708,
4829,2671180423,Geminocystis sp. NIES-3709,possible corrinoid producer,Cyanobacteria,unclassified,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3709,
4830,2651869888,Gemm-3 bacterium JGI 053 (unscreened),very likely non-producer,Gemmatimonadetes,Gemmatimonadetes,unclassified,unclassified,unclassified,Gemm-3 bacterium JGI 053,
4831,641736268,Gemmata obscuriglobus UQM 2246,very likely non-producer,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata obscuriglobus,Aquatic
4832,2600255093,Gemmata sp. IIL30,very likely non-producer,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata sp. IIL30,
4833,2671180531,Gemmata sp. SH-PL17,very likely non-producer,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,
4834,2684623281,Gemmatimonadetes bacterium JGI 022 (contamination screened),very likely non-producer,Gemmatimonadetes,Gemmatimonadetes,unclassified,unclassified,unclassified,Gemmatimonadetes bacterium JGI 022,Plants
4835,2684623280,Gemmatimonadetes bacterium JGI 022 (unscreened),very likely non-producer,Gemmatimonadetes,Gemmatimonadetes,unclassified,unclassified,unclassified,Gemmatimonadetes bacterium JGI 022,Plants
4836,2576861455,Gemmatimonadetes bacterium KBS708,very likely non-producer,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonesis,
4837,2711768243,Gemmatimonadetes bacterium RIFCSPLOWO2_02_FULL_71_11,very likely non-producer,Gemmatimonadetes,unclassified,unclassified,unclassified,unclassified,Gemmatimonadetes bacterium RIFCSPLOWO2_02_FULL_71_11,Aquatic
4838,643692024,Gemmatimonas aurantiaca T-27T,Cbi salvager,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca,Biotransformation
4839,2579778676,Gemmatimonas sp. AP64,very likely non-producer,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp. AP64,
4840,2590828806,Gemmiger formicilis ATCC 27749,tetrapyrrole precursor salvager,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,
4841,2615840721,Gemmobacter aquatilis DSM 3857,likely corrinoid producer,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter aquatilis,
4842,2596583642,Gemmobacter caeni CGMCC 1.7745,likely corrinoid producer,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter caeni,
4843,2593339283,Gemmobacter changlensis DSM 18774,likely corrinoid producer,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter changlensis,
4844,2681813556,Gemmobacter megaterium DSM 26375,Cbi salvager,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter megaterium,
4845,2524614723,Gemmobacter nectariphilus DSM 15620,Cbi salvager,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter nectariphilum,Wastewater
4846,2648501906,Gemmobacter sp. LW-1,likely corrinoid producer,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter sp. LW-1,
4847,2651869719,Genome Sequence of Pseudomonas fluorescens UM270,very likely corrinoid producer,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,Plants
4848,2593339172,Geoalkalibacter ferrihydriticus DSM 17813 (draft assembly),possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,Geoalkalibacter ferrihydriticus,
4849,2593339207,Geoalkalibacter subterraneus Red1 (complete genome),likely corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus,Terrestrial
4850,2576861490,Geobacillus caldoxylosilyticus NBRC 107762,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus caldoxylosilyticus,Terrestrial
4851,2681812986,Geobacillus jurassicus NBRC 107829,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus jurassicus,Wastewater
4852,2630968389,Geobacillus kaustophilus Et2/3,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus,
4853,2627853986,Geobacillus sp. 12AMOR1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 12AMOR1,Aquatic
4854,2571042240,Geobacillus sp. A8,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. A8,
4855,646564535,Geobacillus sp. C56-T3,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. C56-T3,Aquatic
4856,2576861800,Geobacillus sp. CAMR5420,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. CAMR5420,
4857,2582581002,Geobacillus sp. FW23,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. FW23,
4858,642791603,Geobacillus sp. G11MC16,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. G11MC16,
4859,2519103198,Geobacillus sp. GHH01,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. GHH01,Terrestrial
4860,2561511211,Geobacillus sp. JF8,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. JF8,
4861,2675903351,Geobacillus sp. JS12,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. JS12,
4862,2654587636,Geobacillus sp. LC300,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. LC300,
4863,2576861678,Geobacillus sp. MAS1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. MAS1,
4864,2698536631,Geobacillus sp. PA-3,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. PA-3,
4865,2645727548,Geobacillus sp. Sah69,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. Sah69,
4866,2630968796,Geobacillus sp. T6,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus,
4867,644736370,Geobacillus sp. WCH70,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WCH70,
4868,2545824692,Geobacillus sp. WSUCF1,possible corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WSUCF1,Terrestrial
4869,649633047,Geobacillus sp. Y4.1MC1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. Y4.1MC1,Aquatic
4870,649633048,Geobacillus sp. Y412MC52,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. Y412MC52,Aquatic
4871,646311930,Geobacillus sp. Y412MC61,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. Y412MC61,Aquatic
4872,2636415518,Geobacillus sp. ZGt-1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. ZGt-1,
4873,2597490147,Geobacillus stearothermophilus NUB3621,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus,
4874,2574179749,Geobacillus subterraneus PSS2,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus subterraneus,
4875,2654588109,Geobacillus thermantarcticus M1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermantarcticus,
4876,2579779056,Geobacillus thermocatenulatus GS-1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermocatenulatus,
4877,2554235472,Geobacillus thermodenitrificans DSM 465,Cbi salvager,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans,Food production
4878,650716039,Geobacillus thermoglucosidasius C56-YS93,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoglucosidasius,Aquatic
4879,2603879809,Geobacillus thermoleovorans B23,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans,
4880,2574179705,Geobacillus vulcani PSS1,likely corrinoid producer,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus vulcani,
4881,2687453499,Geobacter anodireducens SD-1,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter anodireducens,
4882,2596583694,Geobacter argillaceus ATCC BAA-1139,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter argillaceus,
4883,642555129,"Geobacter bemidjiensis Bem, DSM 16622",possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter bemidjiensis,Aquatic
4884,2524023206,Geobacter bremensis R1,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter bremensis,
4885,642555130,Geobacter lovleyi SZ,likely corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter lovleyi,Aquatic
4886,637000119,Geobacter metallireducens GS-15,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter metallireducens,Aquatic
4887,2630968939,Geobacter pickeringii G13,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii,
4888,2648501453,Geobacter soli GSS01,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter soli,Unclassified
4889,643348554,Geobacter sp. FRC-32,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. FRC-32,Bioremediation
4890,649633049,Geobacter sp. M18,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M18,
4891,644736371,Geobacter sp. M21,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M21,Terrestrial
4892,2648501736,Geobacter sp. OR-1,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. OR-1,
4893,648231707,Geobacter sulfurreducens KN400,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sulfurreducens,Industrial production
4894,2585428117,Geobacter thiogenes ATCC BAA-34,likely corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter thiogenes,Terrestrial
4895,640427115,Geobacter uraniireducens Rf4,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter uraniireducens,Bioremediation
4896,2556921099,Geodermatophilaceae bacterium URHA0031,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,unclassified,Geodermatophilaceae bacterium URHA0031,
4897,2562617054,Geodermatophilaceae bacterium URHB0048,Cbi salvager,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,unclassified,Geodermatophilaceae bacterium URHB0048,Aquatic
4898,2556921017,Geodermatophilaceae bacterium URHB0062,very likely non-producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,unclassified,Geodermatophilaceae bacterium URHB0062,Terrestrial
4899,2599185203,Geodermatophilus africanus DSM 45422,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus africanus,
4900,2599185195,Geodermatophilus amargosae DSM 46136,possible corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus amargosae,
4901,2602042031,Geodermatophilus brasiliensis DSM 44526,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus brasiliensis,
4902,2599185187,Geodermatophilus carrarae DSM 44511,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus carrarae,
4903,2599185183,Geodermatophilus dictyosporus DSM 43161,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus,
4904,2700988693,Geodermatophilus limestoni DSM 46839,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus limestoni,
4905,2687453773,Geodermatophilus luedemannii DSM 45219,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus luedemannii,
4906,2695420953,Geodermatophilus nigrescens DSM 45408,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus nigrescens,
4907,2585427554,Geodermatophilus normandii DSM 45417,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus normandii,
4908,646311931,"Geodermatophilus obscurus G-20, DSM 43160",likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus,Terrestrial
4909,2636416082,Geodermatophilus poikilotrophi DSM 44209,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus poikilotrophi,
4910,2693429865,Geodermatophilus ramli DSM 46844,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus ramli,
4911,2622736605,Geodermatophilus ruber DSM 45317,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus ruber,
4912,2622736631,Geodermatophilus saharensis DSM 45423,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus saharensis,
4913,2599185192,Geodermatophilus siccatus DSM 45419,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus siccatus,
4914,2599185180,Geodermatophilus soli DSM 45843,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus soli,
4915,2600255293,Geodermatophilus sp. DSM 44208,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus sp. DSM 44208,
4916,2643221930,Geodermatophilus sp. Leaf369,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus sp. Leaf369,
4917,2599185298,Geodermatophilus taihuensis DSM 45962,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus taihuensis,
4918,2602042050,Geodermatophilus telluris DSM 45421,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus telluris,
4919,2585427555,Geodermatophilus turciae DSM 44513,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus turciae,
4920,2599185272,Geodermatophilus uthaensis DSM 43162,likely corrinoid producer,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus,
4921,2627853860,Geofilum rubicundum JCM 15548,Cbi salvager,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Geofilum,Geofilum rubicundum,
4922,2617271034,Geomicrobium sp. JCM 19038,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Geomicrobium,Geomicrobium sp. JCM 19038,
4923,2609460117,Geomicrobium sp. JCM 19039,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Geomicrobium,Geomicrobium sp. JCM 19039,
4924,2619619137,Geomicrobium sp. JCM 19055,very likely non-producer,Firmicutes,Bacilli,Bacillales,unclassified,Geomicrobium,Geomicrobium sp. JCM 19055,
4925,2522572047,Geopsychrobacter electrodiphilus DSM 16401,possible corrinoid producer,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geopsychrobacter,Geopsychrobacter electrodiphilus,Industrial production
4926,2627854285,Georgenia soli DSM 21838,very likely non-producer,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,Georgenia soli,
4927,2585428028,Georgenia sp. SUBG003,very likely non-producer,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,Georgenia sp. SUBG003,
4928,2585428170,Geosporobacter subterraneus DSM 17957,likely corrinoid producer,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Geosporobacter,Geosporobacter subterraneus,Terrestrial
4929,2523231062,Geothrix fermentans DSM 14018,very likely non-producer,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,Geothrix fermentans,Aquatic
4930,2639762660,Geotoga petraea WG14,very likely non-producer,Thermotogae,Thermotogae,Petrotogales,unclassified,Geotoga,Geotoga petraea,
4931,2524614676,"Geovibrio sp. L21-Ace-BES, DSM 26904",very likely non-producer,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,Geovibrio sp. L21-Ace-BES,
4932,2597490351,Giesbergeria anulus ATCC 35958,possible corrinoid producer,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,Giesbergeria anulus,
4933,2609460056,Gilliamella apicola wkB11,very likely non-producer,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,
4934,2617270738,Gilliamella sp. R-53144,very likely non-producer,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella sp. R-53144,
4935,2617270739,Gilliamella sp. R-53248,very likely non-producer,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella sp. R-53248,
4936,2506783053,"Gillisia limnaea R-8282, DSM 15749",very likely non-producer,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,Gillisia limnaea,Unclassified
